"subject","Label","object","Source","Target"
"Bloomberg","points out","Amazon",62,363
"Tesla","has already","GM",376,358
"Tesla","has already","GM",351,358
"Tesla","done","GM",376,358
"Tesla","done","GM",351,358
"Greenpeace","has singled out","Netflix",350,451
"Google","became","Waymo",369,461
"Barclays","told","CNBC",223,420
"Vera Eckert","editing by","David Stamp",275,245
"NAFTA","been a clear violation of","NAFTA",367,367
"Ahmad Ghaddar","editing by","David Clarke",240,149
"Ford","announced a partnership with","Amazon",381,363
"Congress","related","Congress",377,377
"Musk","tweeted","Tesla",60,376
"Musk","tweeted","Tesla",60,351
"Google","alerted","Apple",369,403
"Elon Musk","has once","Tesla",183,376
"Elon Musk","has once","Tesla",183,351
"Elon Musk","shown","Tesla",183,376
"Elon Musk","shown","Tesla",183,351
"Brent","is seen","EIA",365,426
"Brent","is seen","EIA",253,426
"Brent","according to","EIA",365,426
"Brent","according to","EIA",253,426
"Brent","averaging","EIA",365,426
"Brent","averaging","EIA",253,426
"Denis Pinchuk","Editing by","Susan Fenton",196,152
"Maria Kiselyova","Editing by","Greg Mahlich",91,341
"Daimler","wants to","Trump",441,465
"Daimler","wants to","Trump",441,439
"Daimler","wants to","Trump",441,14
"Daimler","move forward","Trump",441,465
"Daimler","move forward","Trump",441,439
"Daimler","move forward","Trump",441,14
"Alan Baldwin","editing by","Alexander Smith",176,137
"Vera Eckert","editing by","Kirsten Donovan",275,150
"David Stanway","Editing by","Kirsten Donovan",84,150
"Fransiska Nangoy","editing by","Darren Schuettler",33,85
"Tatiana Bautzer","Editing by","Marguerita Choy",334,30
"Tassilo Hummel","Editing by","Dale Hudson",49,110
"Ed Davies","editing by","Darren Schuettler",34,85
"Maria Kiselyova","editing by","Susan Fenton",91,152
"Michael Holden","editing by","John Stonestreet",63,172
"Anthony Boadle","Editing by","Richard Chang",193,227
"Tatiana Bautzer","Editing by","Bernadette Baum",334,163
"Katya Golubkova","editing by","Dale Hudson",88,110
"Jones","told","Cramer",195,249
"Jackson","told","CNBC",160,420
"Alexandra Ulmer","Writing by","Andrew Cawthorne",231,311
"Volkswagen","will attend a meeting with","Takata",357,298
"Andrew Cawthorne","Editing by","James Dalgleish",311,216
"William Schomberg","editing by","Sarah Young",174,278
"Exxon","is","Cramer",359,249
"Shivani Singh","editing by","Gopakumar Warrier",25,58
"Susan Heavey","Writing by","Susan Heavey",19,19
"NASA","crashed it into","Saturn",356,459
"The New York Times","could raise the penalties for","Volkswagen",374,357
"Edward Taylor","Editing by","Kirsten Donovan",141,150
"VW","admitted to","Fiat Chrysler",392,391
"VW","cheating","Fiat Chrysler",392,391
"Branson","cautioned","Musk",324,60
"Branson","called","Musk",324,60
"OPEC","said","John Kilduff",364,71
"Ford","told","CNBC",381,420
"Evans","told","Reuters",97,355
"Toyota","fell","Honda",432,435
"Daimler","told","Reuters",441,355
"Allen","turned to","Twitter",291,460
"Allen","turned to","Twitter",291,17
"Maria Kiselyova","editing by","Polina Devitt",91,112
"Andrea Shalal","Editing by","Sandra Maler",257,207
"Musk","talked extensively on","Twitter",60,460
"Musk","talked extensively on","Twitter",60,17
"Irma","is larger than","Andrew",87,86
"Toyota","finished down","Nissan",432,424
"Nissan","fell","Honda",424,435
"Stephen Jewkes","Editing by","Alexandra Hudson",130,246
"Maria Sheahan","editing by","David Clarke",309,149
"Reuters","reported overnight","the U.S. Energy Information Administration",355,431
"Christoph Steitz","editing by","David Clarke",210,149
"Nerijus Adomaitis","editing by","Susan Thomas",296,120
"Alexandra Hudson","Editing by","Kevin Liffey",246,175
"CNBC","spoke with","Anderson",420,145
"Cooper","arrange an immediate meeting with","Zinke",36,119
"Donald Trump","signed an executive order to","Keystone XL",40,266
"Richard Pullin","Editing by","David Goodman",39,127
"Aislinn Laing","Editing by","Sandra Maler",339,207
"David Milliken","writing by","Guy Faulconbridge",123,140
"Trump","briefed","Trump",465,465
"Trump","briefed","Trump",439,465
"Trump","briefed","Trump",14,465
"Trump","briefed","Trump",465,439
"Trump","briefed","Trump",439,439
"Trump","briefed","Trump",14,439
"Trump","briefed","Trump",465,14
"Trump","briefed","Trump",439,14
"Trump","briefed","Trump",14,14
"Trump","said on","Fox News",465,379
"Trump","said on","Fox News",439,379
"Trump","said on","Fox News",14,379
"Cruz","is expected to","Trump",55,465
"Cruz","is expected to","Trump",55,439
"Cruz","is expected to","Trump",55,14
"Henning Gloystein","editing by","Jason Neely",280,28
"Cruz","beat","Trump",55,465
"Cruz","beat","Trump",55,439
"Cruz","beat","Trump",55,14
"the National Weather Service","told","NBC News",401,450
"Susan Thomas","andn","David Evans",120,105
"Exxon","seen by","Reuters",359,355
"Vladimir Soldatkin","Writing by","Olzhas Auyezov",23,38
"Ron Bousso","Editing by","David Goodman",65,127
"Reuters","reported","Takata",355,298
"GM","closed down","Fiat Chrysler",358,391
"Mayank Bhardwaj","Editing by","David Goodman",267,127
"Maria Tsvetkova","editing by","Susan Fenton",285,152
"Toyota","were up","Nissan",432,424
"Johnson","told","CNBC",89,420
"Dominique Patton","editing by","Kenneth Maxwell",56,327
"Henning Gloystein","editing by","Kenneth Maxwell",280,327
"Michelle Martin","Editing by","Keith Weir",50,198
"Nissan","rising","Honda",424,435
"Henning Gloystein","editing by","Louise Heavens",280,66
"Thunberg","has almost","Twitter",300,460
"Thunberg","has almost","Twitter",300,17
"Henning Gloystein","editing by","Alexander Smith",280,137
"BP","sold its stake to","Rosneft",444,421
"Vera Eckert","editing by","John Stonestreet",275,172
"the White House","has asked","Congress",354,377
"Putin","met","Merkel",53,294
"Andrew Osborn","Writing by","Denis Pinchuk",159,196
"Olzhas Auyezov","Editing by","Maria Kiselyova",38,91
"Reuters","reported data from","the U.S. Energy Information Administration",355,431
"Gabrielle Tétrault-Farber","editing by","David Clarke",22,149
"Luc Cohen","Writing by","Caroline Stauffer",316,189
"the International Energy Agency","told","CNBC",434,420
"Andrew Torchia","Editing by","Keith Weir",342,198
"Toyota","closed down","Nissan",432,424
"Gary McWilliams","editing by","Chizu Nomiyama",182,133
"Clinton","received more votes than","Trump",37,465
"Clinton","received more votes than","Trump",37,439
"Clinton","received more votes than","Trump",37,14
"Bernie Sanders","received more votes than","Trump",35,465
"Bernie Sanders","received more votes than","Trump",35,439
"Bernie Sanders","received more votes than","Trump",35,14
"Clinton","got over","Trump",37,465
"Clinton","got over","Trump",37,439
"Clinton","got over","Trump",37,14
"Trump","has received about","Clinton",465,37
"Trump","has received about","Clinton",439,37
"Trump","has received about","Clinton",14,37
"Olzhas Auyezov","editing by","Simon Cameron-Moore",38,322
"Andrea Shalal","Editing by","Paul Carrel",257,147
"Reuters","raised their average forecast for","Brent",355,365
"Reuters","raised their average forecast for","Brent",355,253
"McConnell","wrote on","Twitter",214,460
"McConnell","wrote on","Twitter",214,17
"Kylie MacLellan","editing by","Mark Heinrich",144,235
"Vera Eckert","editing by","Andrew Roche",275,138
"Jackson","stuck up","Tesla",160,376
"Jackson","stuck up","Tesla",160,351
"Falih","has spent more than","Aramco",220,383
"Shadia Nasralla","Editing by","Maria Sheahan",32,309
"Perry","issued a message for","the European Union",449,353
"Perry","issued a message for","the European Union",64,353
"Henning Gloystein","editing by","Darren Schuettler",280,85
"Trump","protracted battle with","Sanders",465,408
"Trump","protracted battle with","Sanders",439,408
"Trump","protracted battle with","Sanders",14,408
"Clinton","defeating","Trump",37,465
"Clinton","defeating","Trump",37,439
"Clinton","defeating","Trump",37,14
"Toyota","dropped","Nissan",432,424
"Shell","could dethrone","Exxon",388,359
"Juul","grew more","Cramer",321,249
"Google","surpassed","Apple",369,403
"Exxon","breaks through","Gordon",359,346
"Thomas Seythal","editing by","Jason Neely",199,28
"Hillary Clinton","win","the White House",153,354
"David Milliken","Editing by","Sarah Young",123,278
"Richard Valdmanis","Editing by","Sandra Maler",15,207
"Maher Chmaytelli","editing by","Darren Schuettler",288,85
"Trump","is doing very","Trump",465,465
"Trump","is doing very","Trump",439,465
"Trump","is doing very","Trump",14,465
"Trump","is doing very","Trump",465,439
"Trump","is doing very","Trump",439,439
"Trump","is doing very","Trump",14,439
"Trump","is doing very","Trump",465,14
"Trump","is doing very","Trump",439,14
"Trump","is doing very","Trump",14,14
"Trump","is going","Clinton",465,37
"Trump","is going","Clinton",439,37
"Trump","is going","Clinton",14,37
"Trump","mentions","Clinton",465,37
"Trump","mentions","Clinton",439,37
"Trump","mentions","Clinton",14,37
"Trump","is hitting","Clinton",465,37
"Trump","is hitting","Clinton",439,37
"Trump","is hitting","Clinton",14,37
"Trump","been calling","Clinton",465,37
"Trump","been calling","Clinton",439,37
"Trump","been calling","Clinton",14,37
"Cramer","looked at","Exxon Mobil",249,395
"Cramer","was","Exxon Mobil",249,395
"Bolsonaro","had pressured","Petrobras",102,250
"Bill Tarrant","editing by","Shounak Dasgupta",181,184
"Reuters","reported","the U.S. Energy Information Administration",355,431
"Chevron","said the producer's","Nigeria",360,344
"Gus Trompiz","editing by","Susan Fenton",157,152
"The Associated Press","found","Trump",398,465
"The Associated Press","found","Trump",398,439
"The Associated Press","found","Trump",398,14
"Aaron Sheldrick","Editing by","Kenneth Maxwell",230,327
"Henning Gloystein","Editing by","Kirsten Donovan",280,150
"Lee","told","CNBC",197,420
"OPEC","told","CNBC",364,420
"Shadia Nasralla","Editing by","Jason Neely",32,28
"Kelly","said to","CNBC",52,420
"Kelly","told","CNBC",52,420
"Toyota","invested in","Uber",432,440
"Toyota","invested in","Uber",432,75
"Mayank Bhardwaj","Editing by","Simon Cameron-Moore",267,322
"Britons","will vote to","the European Union",154,353
"OPEC","owned","Petrobras",364,250
"Dave Sherwood","editing by","Dan Grebler",179,205
"Reuters","reported","Vale",355,142
"Britons","decide to","the European Union",154,353
"Britons","remain within","the European Union",154,353
"Ernest Scheyder","Editing by","Dan Grebler",108,205
"Elon Musk","doesn't","Tesla",183,376
"Elon Musk","doesn't","Tesla",183,351
"Elon Musk","view","Tesla",183,376
"Elon Musk","view","Tesla",183,351
"Aaron Sheldrick","editing by","Jason Neely",230,28
"Vladimir Soldatkin","Editing by","Tom Hogue",23,57
"OPEC","combined output of","Nigeria",364,344
"Falih","said","OPEC",220,364
"Tesla","fell as much as","Musk",376,60
"Tesla","fell as much as","Musk",351,60
"Reuters","filed the first legal test case against","Volkswagen",355,357
"Fiat Chrysler","announced a partnership with","Google",391,369
"Bloomberg","reported","BMW",62,427
"Maria Kiselyova","editing by","Christian Schmollinger",91,26
"Trump","is bashing","the White House",465,354
"Trump","is bashing","the White House",439,354
"Trump","is bashing","the White House",14,354
"the White House","using","Air Force One",354,454
"Maria Kiselyova","editing by","Tom Balmforth",91,27
"Shadia Nasralla","Editing by","Marguerita Choy",32,30
"Olzhas Auyezov","editing by","Christian Schmollinger",38,26
"Aaron Sheldrick","editing by","Christian Schmollinger",230,26
"Vladimir Soldatkin","Editing by","Clarence Fernandez",23,191
"the State Department","is reopening its investigation into","Hillary Clinton",418,153
"Alexander Smith","Will","Diane Craft",137,45
"Philip Blenkinsop","Editing by","Alexander Smith",80,137
"Henning Gloystein","editing by","Dale Hudson",280,110
"Royal Dutch Shell","is up more than","Exxon Mobil",425,395
"Dmitry Zhdannikov","Writing by","Tom Balmforth",109,27
"Exxon Mobil","has risen nearly","Chevron",395,360
"Henning Gloystein","editing by","Kirsten Donovan",280,150
"Michelle Martin","Editing by","David Evans",50,105
"Goldman Sachs","told","Reuters",372,355
"Trump","were elected to","the White House",465,354
"Trump","were elected to","the White House",439,354
"Trump","were elected to","the White House",14,354
"Musk","wants","Tesla",60,376
"Musk","wants","Tesla",60,351
"Alissa de Carbonnel","editing by","John Stonestreet",79,172
"Apple","declined to","CNBC",403,420
"Apple","comment to","CNBC",403,420
"Chevron","fell nearly","Exxon Mobil",360,395
"Pompeo","said via","Twitter",251,460
"Pompeo","said via","Twitter",251,17
"Andrey Ostroukh","Editing by","Edmund Blair",117,78
"Jessica Jaganathan","editing by","Louise Heavens",282,66
"Dominique Patton","editing by","Darren Schuettler",56,85
"Martin","told","CNBC",254,420
"Taylor","told","the Thomson Reuters Foundation",125,352
"the White House","be sending","Congress",354,377
"the White House","will","Congress",354,377
"Trump","has portrayed","Clinton",465,37
"Trump","has portrayed","Clinton",439,37
"Trump","has portrayed","Clinton",14,37
"Cook","says","Apple",118,403
"Trump","called","OPEC",465,364
"Trump","called","OPEC",439,364
"Trump","called","OPEC",14,364
"Bate Felix","Editing by","Cynthia Osterman",343,81
"Anderson","told","The Associated Press",145,398
"Reuters","citing sources at","OPEC",355,364
"Barbara Lewis","editing by","Louise Heavens",237,66
"Daimler","said","EPA",441,371
"Tesla","have lobbied","Congress",376,377
"Tesla","have lobbied","Congress",351,377
"Toyota","advanced","Honda",432,435
"Nissan","was down","Honda",424,435
"Andrey Ostroukh","Editing by","Kirsten Donovan",117,150
"Richard Pullin","editing by","Richard Pullin",39,39
"Samsung","keep pace with","Apple",389,403
"Merkel","is reaching out","Putin",294,53
"Hillary Clinton","beating","Donald Trump",153,40
"Reuters","said","Samsung",355,389
"Obama","won","the White House",337,354
"Jackson","announced","Apple",160,403
"Google","declined to","Apple",369,403
"Google","comment","Apple",369,403
"Trump","is more favorable than","Clinton",465,37
"Trump","is more favorable than","Clinton",439,37
"Trump","is more favorable than","Clinton",14,37
"Toyota","closing down","Nissan",432,424
"Williams","asked","FERC",146,378
"Williams","filed with","FERC",146,378
"Kim","said","the World Bank",121,442
"BP","has told","CNBC",444,420
"Gore","shared","the Nobel Peace Prize",224,466
"Exxon","dropped","Chevron",359,360
"Kerry","wrote","Twitter",135,460
"Kerry","wrote","Twitter",135,17
"State","pack her bags for","the White House",375,354
"Hillary Clinton","winning","the White House",153,354
"Toyota","rose","Nissan",432,424
"Exxon Mobil","lagging","OPEC",395,364
"Exxon Mobil","should","OPEC",395,364
"Biden","has hammered","Trump",206,465
"Biden","has hammered","Trump",206,439
"Biden","has hammered","Trump",206,14
"Donald Trump","leads","Hillary Clinton",40,153
"Donald Trump","gaining ground on","Hillary Clinton",40,153
"Donald Trump","holds a rally in","Jackson",40,160
"Goldman Sachs","lowered its rating on","Exxon Mobil",372,395
"Clinton","make it to","the White House",37,354
"Clinton","is well ahead of","Trump",37,465
"Clinton","is well ahead of","Trump",37,439
"Clinton","is well ahead of","Trump",37,14
"Musk","told","CNBC",60,420
"Reuters","told","Reuters",355,355
"OPEC","told","Reuters",364,355
"GM","said","Brexit",358,92
"Trump","takes","the White House",465,354
"Trump","takes","the White House",439,354
"Trump","takes","the White House",14,354
"Cushing","told","CNBC",457,420
"Royal Dutch Shell","confirmed to","CNBC",425,420
"Clinton","will defeat","Trump",37,465
"Clinton","will defeat","Trump",37,439
"Clinton","will defeat","Trump",37,14
"Trump","wins","the White House",465,354
"Trump","wins","the White House",439,354
"Trump","wins","the White House",14,354
"Rosneft","has always","Exxon",421,359
"Rosneft","perceived","Exxon",421,359
"Tesla","sent to","CNBC",376,420
"Tesla","sent to","CNBC",351,420
"Musk","is doubling down","Tesla",60,376
"Musk","is doubling down","Tesla",60,351
"Musk","having","Tesla",60,376
"Musk","having","Tesla",60,351
"Nissan","closed down","Toyota",424,432
"Barack Obama","told","NBC News",148,450
"Khan","told","CNBC",69,420
"Trump","impact","Amazon",465,363
"Trump","impact","Amazon",439,363
"Trump","impact","Amazon",14,363
"McConnell","praised","Pruitt",214,46
"Trump","entering","the White House",465,354
"Trump","entering","the White House",439,354
"Trump","entering","the White House",14,354
"The White House","said","FEMA",386,382
"Exxon Mobil","jumped","OPEC",395,364
"Royal Dutch Shell","told","Reuters",425,355
"Warren","has also","NBC News",244,450
"Warren","told","NBC News",244,450
"Gore","be meeting with","Trump",224,465
"Gore","be meeting with","Trump",224,439
"Gore","be meeting with","Trump",224,14
"Gore","would not","Trump",224,465
"Gore","would not","Trump",224,439
"Gore","would not","Trump",224,14
"Bernie Sanders","campaigns for","Hillary Clinton",35,153
"Trump","threatened on","Twitter",465,460
"Trump","threatened on","Twitter",439,460
"Trump","threatened on","Twitter",14,460
"Trump","threatened on","Twitter",465,17
"Trump","threatened on","Twitter",439,17
"Trump","threatened on","Twitter",14,17
"Twitter","criticize coverage from","The New York Times",460,374
"Twitter","criticize coverage from","The New York Times",17,374
"The Wall Street Journal","has reported","Amazon",399,363
"Pemex","support","Pemex",423,423
"Clinton","called on","Obama",37,337
"Lopez Obrador","has pledged to","Pemex",171,423
"Lopez Obrador","revive","Pemex",171,423
"Ford","wasn't","Trump",381,465
"Ford","wasn't","Trump",381,439
"Ford","wasn't","Trump",381,14
"Ford","mentioned specifically","Trump",381,465
"Ford","mentioned specifically","Trump",381,439
"Ford","mentioned specifically","Trump",381,14
"Exxon","has","Gordon",359,346
"Gordon","is risking","Exxon",346,359
"Brexit","took profits after","Trump",92,465
"Brexit","took profits after","Trump",92,439
"Brexit","took profits after","Trump",92,14
"Trump","has picked to","the Energy Department",465,411
"Trump","has picked to","the Energy Department",439,411
"Trump","has picked to","the Energy Department",14,411
"Trump","head","the Energy Department",465,411
"Trump","head","the Energy Department",439,411
"Trump","head","the Energy Department",14,411
"Bill Gates","told","CNBC",308,420
"Uber","told","CNBC",440,420
"Uber","told","CNBC",75,420
"CNBC","given","Brexit",420,92
"Obama","does not","Trump",337,465
"Obama","does not","Trump",337,439
"Obama","does not","Trump",337,14
"Obama","cited","Trump",337,465
"Obama","cited","Trump",337,439
"Obama","cited","Trump",337,14
"Obama","provide","Trump",337,465
"Obama","provide","Trump",337,439
"Obama","provide","Trump",337,14
"Trump","has also","Twitter",465,460
"Trump","has also","Twitter",439,460
"Trump","has also","Twitter",14,460
"Trump","has also","Twitter",465,17
"Trump","has also","Twitter",439,17
"Trump","has also","Twitter",14,17
"Reuters","said","the Wall Street Journal",355,368
"Reuters","citing","the Wall Street Journal",355,368
"OPEC","reverts to","OPEC",364,364
"OPEC","being","OPEC",364,364
"Brown","told","CNBC",59,420
"GM","told","CNBC",358,420
"Trump","has also","Boeing",465,415
"Trump","has also","Boeing",439,415
"Trump","has also","Boeing",14,415
"Trump","targeted","Boeing",465,415
"Trump","targeted","Boeing",439,415
"Trump","targeted","Boeing",14,415
"Trump","has the capability to","the Environmental Protection Agency",465,407
"Trump","has the capability to","the Environmental Protection Agency",439,407
"Trump","has the capability to","the Environmental Protection Agency",14,407
"Li","told","NBC News",51,450
"Putin","wanted","Trump",53,465
"Putin","wanted","Trump",53,439
"Putin","wanted","Trump",53,14
"Greenpeace","has found","Apple",350,403
"Samsung","face stiff competition from","Tesla",389,376
"Samsung","face stiff competition from","Tesla",389,351
"BuzzFeed","reported by","CNN",455,361
"ExxonMobil","declined to","Shell",419,388
"ExxonMobil","comment","Shell",419,388
"Trump","said via","Twitter",465,460
"Trump","said via","Twitter",439,460
"Trump","said via","Twitter",14,460
"Trump","said via","Twitter",465,17
"Trump","said via","Twitter",439,17
"Trump","said via","Twitter",14,17
"Reuters","reported","Boeing",355,415
"the International Energy Agency","has told","CNBC",434,420
"ExxonMobil","signed with","BP",419,444
"ExxonMobil","exited the downstream sector in","Nigeria",419,344
"Trump","chided","OPEC",465,364
"Trump","chided","OPEC",439,364
"Trump","chided","OPEC",14,364
"the Energy Department","refused","Trump",411,465
"the Energy Department","refused","Trump",411,439
"the Energy Department","refused","Trump",411,14
"Warren","wrote on","Twitter",244,460
"Warren","wrote on","Twitter",244,17
"Zinke","creates an adviser position to","Zinke",119,119
"Ford","was up","GM",381,358
"Fiat Chrysler","rose","Ford",391,381
"State","denied","TransCanada",375,438
"The Washington Post","reported","the Interior Department",429,413
"Trump","took a shot at","Boeing",465,415
"Trump","took a shot at","Boeing",439,415
"Trump","took a shot at","Boeing",14,415
"Martin","posted on","Twitter",254,460
"Martin","posted on","Twitter",254,17
"Trump","was essentially","TransCanada",465,438
"Trump","was essentially","TransCanada",439,438
"Trump","was essentially","TransCanada",14,438
"Trump","sending","TransCanada",465,438
"Trump","sending","TransCanada",439,438
"Trump","sending","TransCanada",14,438
"Toyota","closed down","Honda",432,435
"Honda","fell","Nissan",435,424
"Reuters","Editing by","Alexander Smith",355,137
"Reuters","reported","BHP",355,373
"Trump","was asked by","the New York Times",465,396
"Trump","was asked by","the New York Times",439,396
"Trump","was asked by","the New York Times",14,396
"Tillerson","won a top award from","Putin",323,53
"Trudeau","reminded","Trump",77,465
"Trudeau","reminded","Trump",77,439
"Trudeau","reminded","Trump",77,14
"Gore","will join","Pruitt",224,46
"Nissan","joins","Toyota",424,432
"the International Energy Agency","reported","OPEC",434,364
"the White House","resolve an internal debate over","Trump",354,465
"the White House","resolve an internal debate over","Trump",354,439
"the White House","resolve an internal debate over","Trump",354,14
"Vale","comes","Reuters",142,355
"CNBC","says","Tesla",420,376
"CNBC","says","Tesla",420,351
"Tillerson","said to","Rubio",323,310
"OPEC","cap oil output from","Nigeria",364,344
"Biden","wrote on","Twitter",206,460
"Biden","wrote on","Twitter",206,17
"Zuckerberg","thread a very thin needle in","Facebook",68,447
"Zuckerberg","thread a very thin needle in","Facebook",68,67
"OPEC","is around","Reuters",364,355
"Trump","did not completely","Kim",465,121
"Trump","did not completely","Kim",439,121
"Trump","did not completely","Kim",14,121
"Trump","rule out","Kim",465,121
"Trump","rule out","Kim",439,121
"Trump","rule out","Kim",14,121
"Trump","meeting","Kim",465,121
"Trump","meeting","Kim",439,121
"Trump","meeting","Kim",14,121
"Johnson","according to","Andrew",89,86
"Goldman Sachs","cut its rating on","Tesla",372,376
"Goldman Sachs","cut its rating on","Tesla",372,351
"Kelly","told","NBC News",52,450
"Rosneft","has not","Reuters",421,355
"Warren","argued on","Twitter",244,460
"Warren","argued on","Twitter",244,17
"Rosneft","replied to","Reuters",421,355
"Trump","preempted his speech to","Congress",465,377
"Trump","preempted his speech to","Congress",439,377
"Trump","preempted his speech to","Congress",14,377
"Cruz","been simultaneously","Trump",55,465
"Cruz","been simultaneously","Trump",55,439
"Cruz","been simultaneously","Trump",55,14
"Obama","said alongside","Xi",337,132
"Cruz","has","Trump",55,465
"Cruz","has","Trump",55,439
"Cruz","has","Trump",55,14
"Cruz","attacking","Trump",55,465
"Cruz","attacking","Trump",55,439
"Cruz","attacking","Trump",55,14
"Cruz","mimicking","Trump",55,465
"Cruz","mimicking","Trump",55,439
"Cruz","mimicking","Trump",55,14
"Sanders","called for","Snyder",408,314
"McCarthy","spoke with","Snyder",229,314
"Falih","told","CNBC",220,420
"Lopez Obrador","has said","Pemex",171,423
"Julia Love","editing by","G Crosse",188,410
"Clinton","tell","Obama",37,337
"Elon Musk","wrote on","Twitter",183,460
"Elon Musk","wrote on","Twitter",183,17
"Sanders","got to","the White House",408,354
"Bill Clinton","defending","NAFTA",239,367
"Harvey","been filed","Irma",417,87
"Harvey","been filed","Irma",315,87
"Harvey","had","Irma",417,87
"Harvey","had","Irma",315,87
"Green","vote for","Clinton",162,37
"Trump","failed warn","Clinton",465,37
"Trump","failed warn","Clinton",439,37
"Trump","failed warn","Clinton",14,37
"Obama","be guided by","State",337,375
"Obama","will","State",337,375
"Trump","is saying","Putin",465,53
"Trump","is saying","Putin",439,53
"Trump","is saying","Putin",14,53
"Trump","wouldn’t","Putin",465,53
"Trump","wouldn’t","Putin",439,53
"Trump","wouldn’t","Putin",14,53
"McConnell","delay the vote to","Scott Pruitt",214,100
"Obama","rebuilt","FEMA",337,382
"Clinton","baited","Trump",37,465
"Clinton","baited","Trump",37,439
"Clinton","baited","Trump",37,14
"Miller","admitted","Trump",168,465
"Miller","admitted","Trump",168,439
"Miller","admitted","Trump",168,14
"Bernie Sanders","attend protests at","the White House",35,354
"Nature","were","NASA",464,356
"Tesla","provided","CNBC",376,420
"Tesla","provided","CNBC",351,420
"Chao","according to","Bloomberg",204,62
"Chao","said","Bloomberg",204,62
"Trafigura","was the biggest lifter of","Rosneft",303,421
"Rosneft","could make","Trafigura",421,303
"Tesla","sign any joint venture agreement with","Tesla",376,376
"Tesla","sign any joint venture agreement with","Tesla",351,376
"Tesla","sign any joint venture agreement with","Tesla",376,351
"Tesla","sign any joint venture agreement with","Tesla",351,351
"Trump","has promoted job announcements at","the White House",465,354
"Trump","has promoted job announcements at","the White House",439,354
"Trump","has promoted job announcements at","the White House",14,354
"McConnell","told","NBC",214,400
"McConnell","extolling his relationship with","Chao",214,204
"Toyota","declined","Nissan",432,424
"The Washington Post","reported","the White House",429,354
"Chevron","can sail to","Cramer",360,249
"Reuters","reported","the European Union",355,353
"Warren","took to","Twitter",244,460
"Warren","took to","Twitter",244,17
"the Justice Department","said","Trump",393,465
"the Justice Department","said","Trump",393,439
"the Justice Department","said","Trump",393,14
"Gore","told","Wallace",224,256
"Reuters","reported earlier","Vale",355,142
"Tesla","told","Bloomberg",376,62
"Tesla","told","Bloomberg",351,62
"Chevron","pumped about","Nigeria",360,344
"Netflix","can't","YouTube",451,397
"Netflix","block","YouTube",451,397
"Paul","said","Clinton",164,37
"the White House","wants to","NAFTA",354,367
"the White House","renegotiate","NAFTA",354,367
"Tesla","passing","Ford",376,381
"Tesla","passing","Ford",351,381
"BP","matched","Exxon Mobil",444,395
"BP","rivals","Exxon Mobil",444,395
"Chevron","was down","Exxon Mobil",360,395
"Trump","reiterated calls on","OPEC",465,364
"Trump","reiterated calls on","OPEC",439,364
"Trump","reiterated calls on","OPEC",14,364
"McCarthy","were finalized by","Obama",229,337
"McCarthy","mentioned","Obama",229,337
"Waymo","competing fiercely with","Uber",461,440
"Waymo","competing fiercely with","Uber",461,75
"Waymo","is also","Uber",461,440
"Waymo","is also","Uber",461,75
"Uber","acquired","Otto",440,24
"Uber","acquired","Otto",75,24
"Otto","conspired with","Uber",24,440
"Otto","conspired with","Uber",24,75
"Paul","posted a video on","Twitter",164,460
"Paul","posted a video on","Twitter",164,17
"Pruitt","leading role in","Obama",46,337
"the International Energy Agency","warned","OPEC",434,364
"Daimler","have focused their efforts there to","Tesla",441,376
"Daimler","have focused their efforts there to","Tesla",441,351
"CNBC","expected","Tesla",420,376
"CNBC","expected","Tesla",420,351
"McConnell","slammed","Obama",214,337
"Huawei","enabled","Amazon",436,363
"Ryan","criticized","Obama",76,337
"Stine Jacobsen","Editing by","Alison Williams",222,233
"The White House","had signaled","Trump",386,465
"The White House","had signaled","Trump",386,439
"The White House","had signaled","Trump",386,14
"the White House","urging","Trump",354,465
"the White House","urging","Trump",354,439
"the White House","urging","Trump",354,14
"Aislinn Laing","editing by","Lisa Shumaker",339,83
"James Davey","Editing by","Kate Holton",93,107
"Stine Jacobsen","Editing by","Mark Heinrich",222,235
"State","has publicly","the White House",375,354
"State","lobbied","the White House",375,354
"Michael Holden","Editing by","Andrew Cawthorne",63,311
"Trump","think about","Trump",465,465
"Trump","think about","Trump",439,465
"Trump","think about","Trump",14,465
"Trump","think about","Trump",465,439
"Trump","think about","Trump",439,439
"Trump","think about","Trump",14,439
"Trump","think about","Trump",465,14
"Trump","think about","Trump",439,14
"Trump","think about","Trump",14,14
"Trump","voting for","Trump",465,465
"Trump","voting for","Trump",439,465
"Trump","voting for","Trump",14,465
"Trump","voting for","Trump",465,439
"Trump","voting for","Trump",439,439
"Trump","voting for","Trump",14,439
"Trump","voting for","Trump",465,14
"Trump","voting for","Trump",439,14
"Trump","voting for","Trump",14,14
"Greenpeace","are asking","Smith",350,329
"Gordon","see","Tesla",346,376
"Gordon","see","Tesla",346,351
"Chao","told","CNBC",204,420
"Microsoft","said","Apple",414,403
"Clinton","noted","Trump",37,465
"Clinton","noted","Trump",37,439
"Clinton","noted","Trump",37,14
"Trump","hosted a previously unannounced press event with","Bill Clinton",465,239
"Trump","hosted a previously unannounced press event with","Bill Clinton",439,239
"Trump","hosted a previously unannounced press event with","Bill Clinton",14,239
"Bernie Sanders","overtook","Hillary Clinton",35,153
"The Washington Post","reported","Sanders",429,408
